Age,Sex,Weight  in lbs,Height in Inch,IQ,Units of alcohol per day,Cigarettes per day,Marital Status,Additional People in household,Salary,Active,Health Score (high is good)
78,Male,163,72,109,0,0,Single,1,24961,Inactive,90
54,Female,133,65,100,1,19,Divorced,3,54805,Inactive,124
56,Female,112,65,99,0,0,Married,4,55215,Active,188
71,Female,89,65,91,4,0,Cohabiting,3,24984,Inactive,107
23,Female,125,63,95,0,1,Married,1,24862,Inactive,173
65,Female,136,65,101,2,0,Divorced,2,53681,Very Active,196
24,Female,125,61,111,1,0,Divorced,0,25030,Active,282
18,Female,125,72,101,0,0,Divorced,0,24889,Inactive,286
49,Female,137,71,93,1,0,Married,1,56116,Active,200
54,Male,149,75,98,0,0,Married,3,54624,Inactive,124
41,Male,203,76,99,0,0,Divorced,2,54141,Inactive,122
31,Male,164,69,94,1,0,Widowed,3,56110,Active,186
36,Male,166,75,101,2,0,Divorced,0,57194,Active,170
47,Male,179,73,100,0,0,Married,4,55188,Inactive,113
57,Female,133,65,102,2,0,Divorced,3,55659,Active,168
70,Male,162,70,96,3,0,Cohabiting,2,25253,Very Active,124
59,Male,157,66,100,0,0,Cohabiting,4,54526,Inactive,95
45,Female,105,62,104,0,0,Widowed,2,55458,Very Active,280
50,Female,144,62,84,3,0,Married,3,54185,Active,194
77,Female,134,61,95,1,40,Married,4,24825,Inactive,69
67,Female,129,64,103,1,0,Cohabiting,3,25124,Inactive,132
49,Female,148,67,100,2,0,Divorced,2,56472,Active,184
25,Female,106,69,93,0,0,Cohabiting,3,52105,Inactive,295
44,Female,120,65,102,3,0,Married,3,53038,Active,229
29,Male,173,70,91,0,0,Divorced,0,54371,Inactive,149
79,Female,147,75,103,2,0,Married,2,25053,Inactive,118
58,Female,117,72,104,0,0,Cohabiting,1,55321,Active,190
72,Female,109,72,97,0,0,Divorced,1,25151,Very Active,207
63,Male,173,75,97,2,27,Married,4,55149,Active,92
21,Male,145,69,104,0,0,Married,4,24959,Inactive,212
22,Male,179,73,111,2,0,Divorced,0,24955,Inactive,187
62,Female,111,69,96,0,23,Cohabiting,4,54259,Active,138
68,Female,155,66,104,2,0,Single,0,25119,Very Active,186
46,Female,129,66,104,2,0,Married,3,53708,Inactive,169
51,Male,168,72,98,1,0,Cohabiting,3,55576,Inactive,116
45,Male,130,74,97,1,0,Married,3,54981,Very Active,198
72,Female,135,65,97,2,0,Cohabiting,3,25054,Inactive,122
70,Male,182,73,94,2,0,Divorced,0,24829,Inactive,88
57,Male,176,71,99,4,23,Widowed,0,55204,Very Active,108
25,Female,110,64,94,1,0,Divorced,1,54061,Inactive,174
25,Female,139,70,91,1,0,Single,1,57160,Inactive,256
25,Female,133,68,97,2,0,Single,1,56084,Inactive,244
75,Male,166,70,104,0,0,Widowed,1,24943,Active,121
46,Female,131,64,102,1,27,Cohabiting,2,55865,Very Active,185
50,Female,125,68,104,0,29,Cohabiting,1,55109,Inactive,82
57,Male,163,71,92,2,0,Cohabiting,2,55140,Inactive,103
61,Female,128,63,97,0,0,Married,4,52811,Active,191
58,Male,151,70,92,2,0,Married,1,53697,Active,137
51,Female,115,72,100,1,0,Married,4,57322,Inactive,175
26,Female,116,61,98,0,22,Widowed,0,55893,Inactive,143
59,Female,114,66,103,1,0,Single,1,53935,Very Active,227
77,Female,104,71,108,2,9,Cohabiting,1,25032,Inactive,96
56,Female,131,69,102,0,0,Married,2,56009,Inactive,159
73,Female,107,61,109,1,0,Cohabiting,4,25045,Inactive,105
75,Female,109,65,107,1,0,Single,1,24937,Inactive,126
44,Male,151,67,100,0,0,Single,3,53046,Active,163
47,Female,117,66,108,0,0,Married,3,53260,Active,243
35,Female,136,72,105,3,0,Married,1,55823,Active,269
62,Female,114,64,101,0,9,Married,3,56502,Inactive,132
23,Male,146,77,95,1,0,Married,3,25039,Active,271
22,Female,145,70,105,0,0,Married,3,24896,Inactive,187
25,Female,135,68,94,0,0,Married,3,53896,Inactive,176
59,Male,177,75,108,2,0,Married,3,55411,Very Active,146
35,Male,163,70,97,0,24,Married,2,55760,Very Active,158
68,Female,120,69,109,0,0,Divorced,2,25187,Active,187
71,Male,142,72,109,0,0,Cohabiting,3,25082,Inactive,100
59,Female,125,65,99,1,0,Cohabiting,4,55930,Active,196
42,Male,180,70,101,0,0,Married,3,56936,Active,162
52,Male,179,67,99,0,0,Divorced,1,54648,Very Active,162
65,Male,183,76,100,0,0,Married,4,56688,Inactive,103
35,Male,149,73,104,1,0,Widowed,3,56953,Active,188
54,Male,167,71,101,2,0,Married,2,53787,Inactive,106
35,Male,143,68,104,0,0,Widowed,1,55152,Very Active,229
53,Female,128,66,101,0,0,Cohabiting,2,53711,Inactive,109
20,Female,127,60,104,0,26,Widowed,3,25046,Very Active,254
18,Female,125,60,94,2,0,Divorced,1,24873,Inactive,215
59,Female,128,66,93,1,0,Married,2,54555,Very Active,220
34,Male,153,72,103,1,0,Single,2,53805,Inactive,153
56,Male,166,75,103,2,0,Cohabiting,3,54409,Very Active,153
74,Female,109,66,100,0,0,Married,2,25038,Active,153
40,Male,175,74,96,1,0,Widowed,2,53492,Active,165
80,Female,121,65,105,1,5,Married,4,24881,Inactive,75
45,Female,146,64,87,0,0,Cohabiting,2,54729,Inactive,114
71,Male,169,73,100,1,0,Married,2,24971,Active,123
74,Male,154,67,99,0,0,Widowed,2,25200,Inactive,82
25,Female,107,69,105,1,0,Married,1,52431,Active,374
65,Male,158,72,97,1,0,Married,2,54616,Inactive,88
65,Male,178,75,98,0,0,Married,3,56872,Active,126
71,Male,165,69,95,0,0,Single,1,25000,Inactive,84
38,Female,142,63,90,3,0,Married,3,54226,Active,231
24,Female,122,61,102,0,39,Single,0,25209,Active,163
43,Male,167,69,101,1,0,Married,3,55048,Very Active,181
74,Female,136,70,93,1,0,Married,1,24950,Inactive,126
58,Female,104,66,94,0,33,Married,1,53999,Active,130
74,Female,93,62,102,0,0,Widowed,0,24881,Inactive,88
68,Female,136,64,102,3,0,Married,1,25041,Inactive,123
65,Male,173,73,98,2,0,Widowed,1,55221,Very Active,136
49,Female,126,64,90,0,0,Married,3,54999,Inactive,170
28,Female,109,70,92,1,32,Married,2,53790,Inactive,103
35,Male,192,72,95,0,0,Divorced,1,53082,Inactive,147
47,Female,103,64,95,2,0,Single,2,56492,Active,233
43,Female,140,71,100,1,0,Married,1,54094,Active,217
23,Female,107,71,108,0,0,Married,4,25032,Active,369
62,Male,174,63,102,1,0,Widowed,0,55441,Inactive,83
30,Female,121,65,101,2,38,Widowed,2,55396,Inactive,109
71,Female,124,68,97,2,0,Widowed,3,24975,Very Active,192
74,Female,98,63,108,0,0,Married,2,24845,Inactive,109
24,Female,135,63,97,0,0,Married,1,24805,Active,334
77,Female,112,66,92,0,0,Single,3,25029,Inactive,126
26,Female,123,69,101,1,35,Married,4,55290,Inactive,123
62,Female,113,62,93,1,0,Married,3,56782,Inactive,142
32,Female,106,68,108,0,18,Single,0,55142,Inactive,181
22,Female,112,70,102,1,0,Cohabiting,2,25079,Very Active,449
62,Female,121,70,100,0,14,Divorced,3,54570,Inactive,86
63,Male,160,76,94,1,0,Married,1,52561,Active,139
59,Male,140,75,98,2,1,Married,4,53809,Very Active,152
75,Male,146,74,91,2,0,Married,2,25149,Active,118
46,Male,152,70,101,1,0,Divorced,0,55864,Inactive,125
30,Female,131,67,102,1,0,Single,2,56255,Inactive,228
37,Male,156,74,95,0,23,Divorced,3,54877,Active,137
77,Female,127,66,94,2,0,Married,4,24880,Active,158
44,Female,141,66,93,1,0,Widowed,3,55868,Active,233
18,Female,114,71,97,0,0,Married,4,24777,Inactive,354
31,Male,171,73,97,0,0,Widowed,1,54179,Inactive,149
51,Female,125,66,97,1,0,Widowed,2,51327,Active,191
53,Male,172,73,92,0,3,Married,4,55423,Inactive,102
49,Female,137,63,91,1,25,Married,1,59413,Very Active,180
76,Female,118,65,103,1,32,Single,0,24872,Inactive,93
61,Male,114,73,107,1,0,Married,4,55556,Very Active,162
50,Male,168,73,100,0,0,Married,3,54663,Very Active,180
31,Female,114,68,87,0,0,Widowed,0,55161,Inactive,207
44,Female,127,64,103,1,0,Widowed,0,56831,Inactive,177
28,Male,187,64,99,1,13,Married,2,54727,Inactive,117
73,Female,139,64,100,3,8,Married,3,24952,Active,144
27,Male,188,73,98,1,0,Cohabiting,3,55489,Very Active,233
55,Female,115,64,82,1,0,Widowed,1,54119,Very Active,235
50,Male,197,73,99,1,0,Married,2,54100,Inactive,100
80,Female,133,62,99,2,0,Divorced,2,24923,Very Active,166
54,Female,144,67,89,1,0,Widowed,3,55393,Inactive,153
68,Female,140,68,89,1,0,Divorced,1,25240,Inactive,131
71,Male,177,70,104,1,0,Married,4,24988,Very Active,129
34,Female,107,69,107,2,4,Divorced,1,55259,Very Active,311
68,Female,164,62,106,0,0,Single,2,25031,Active,163
49,Female,117,62,92,1,8,Married,3,56049,Inactive,100
65,Female,118,66,104,1,0,Cohabiting,1,54010,Inactive,116
52,Female,115,66,97,0,0,Married,2,54655,Active,227
48,Female,129,68,83,0,0,Cohabiting,2,54978,Inactive,177
48,Female,111,62,94,3,5,Married,2,51840,Inactive,126
32,Female,128,72,106,0,0,Divorced,3,55827,Inactive,162
67,Male,184,72,114,0,0,Married,4,25067,Active,120
63,Male,187,75,97,2,0,Single,2,55788,Inactive,95
19,Female,117,66,92,1,2,Cohabiting,1,25061,Very Active,430
55,Male,146,72,102,1,0,Cohabiting,2,56495,Very Active,165
51,Female,141,70,111,1,0,Married,2,52926,Inactive,109
75,Male,164,69,103,2,34,Widowed,2,24928,Inactive,64
19,Female,137,72,110,1,26,Married,2,25117,Inactive,152
65,Male,181,72,93,0,25,Married,4,54515,Inactive,87
69,Female,125,65,95,2,0,Divorced,2,25166,Inactive,128
80,Male,152,72,101,0,0,Married,2,24969,Active,119
76,Female,122,63,100,1,0,Married,4,24868,Inactive,120
75,Female,130,64,102,1,0,Widowed,0,24994,Inactive,121
31,Female,115,70,104,1,0,Widowed,0,54039,Active,283
67,Female,123,63,112,1,7,Cohabiting,2,25112,Very Active,184
34,Female,133,72,109,0,0,Married,2,55371,Active,269
76,Female,148,66,109,0,0,Married,2,24985,Inactive,80
46,Female,109,70,102,1,0,Married,4,55722,Active,220
61,Female,109,62,110,1,0,Single,0,55466,Active,169
54,Female,114,69,102,2,19,Widowed,3,56336,Inactive,85
57,Female,124,69,100,2,0,Divorced,1,53837,Inactive,151
25,Male,144,70,100,0,0,Married,2,56551,Inactive,197
38,Female,123,68,102,1,0,Single,1,55367,Inactive,136
73,Male,168,74,80,0,0,Married,3,24872,Inactive,106
23,Female,104,66,108,1,22,Divorced,2,24953,Very Active,282
45,Female,115,68,102,0,0,Widowed,2,54415,Inactive,160
80,Female,120,67,99,0,0,Divorced,1,25118,Active,162
73,Female,136,64,101,0,7,Married,2,24772,Active,135
67,Female,119,63,100,1,0,Married,4,24957,Inactive,89
68,Male,159,69,98,0,0,Divorced,2,24980,Inactive,109
55,Female,118,65,104,2,5,Married,1,54767,Active,167
78,Male,164,72,106,1,0,Cohabiting,4,24789,Inactive,96
59,Female,140,64,100,0,0,Single,2,53709,Inactive,145
25,Male,150,71,103,2,0,Single,3,55104,Active,223
33,Male,173,72,101,1,0,Single,0,53587,Active,182
29,Female,126,68,88,0,0,Married,3,56652,Very Active,374
39,Male,167,75,90,3,0,Divorced,0,55195,Inactive,139
32,Female,136,63,102,1,0,Divorced,1,55416,Inactive,207
61,Female,123,64,113,0,15,Cohabiting,2,55304,Very Active,185
65,Female,121,64,108,1,0,Single,2,54661,Active,160
69,Female,122,62,95,2,0,Married,3,25028,Inactive,105
64,Male,154,69,108,0,0,Widowed,2,55544,Inactive,104
43,Female,107,64,111,1,0,Married,1,54529,Active,253
61,Female,142,69,94,2,0,Married,4,55007,Inactive,93
39,Male,167,69,103,0,0,Married,1,54296,Inactive,126
43,Female,174,66,103,0,0,Married,2,55801,Inactive,169
37,Male,187,68,105,1,0,Divorced,0,55346,Inactive,144
28,Female,114,64,115,3,0,Widowed,2,56542,Inactive,187
71,Female,127,71,99,2,6,Widowed,1,25063,Active,142
36,Male,155,74,86,2,0,Cohabiting,1,53367,Active,188
33,Female,133,74,100,1,0,Single,1,55283,Active,307
38,Female,148,69,92,1,0,Widowed,1,54125,Very Active,291
22,Female,122,66,111,1,7,Married,1,24996,Active,276
59,Female,119,69,98,2,0,Married,4,55588,Active,199
33,Female,122,60,101,3,0,Divorced,0,56689,Inactive,127
26,Female,115,64,86,3,0,Single,1,53791,Very Active,348
75,Male,164,66,100,2,0,Married,4,25237,Active,110
20,Male,176,67,104,1,0,Married,4,25259,Active,213
63,Male,162,67,96,2,0,Divorced,3,53607,Active,114
28,Female,116,69,101,1,0,Married,4,56046,Inactive,212
65,Male,176,69,93,1,0,Married,2,55986,Inactive,105
60,Female,143,69,106,2,11,Married,3,56068,Active,146
69,Male,185,72,86,1,0,Cohabiting,3,25043,Very Active,133
74,Female,108,67,98,1,3,Married,4,24948,Inactive,125
51,Female,139,65,100,1,0,Single,3,54433,Active,184
45,Male,175,72,101,2,0,Widowed,0,56097,Inactive,117
69,Female,145,71,99,0,0,Cohabiting,3,24931,Active,157
41,Male,177,73,98,0,0,Married,1,53961,Active,186
27,Male,161,75,105,2,0,Married,3,54776,Very Active,236
52,Female,116,67,97,1,0,Cohabiting,4,57297,Inactive,111
58,Female,121,62,103,0,40,Cohabiting,1,54761,Inactive,83
20,Male,166,71,97,1,0,Divorced,1,25117,Inactive,170
27,Female,125,63,97,2,0,Married,2,55066,Inactive,151
51,Female,134,60,104,3,0,Divorced,1,54373,Inactive,120
64,Female,126,65,109,3,8,Married,1,54709,Inactive,101
31,Female,147,64,98,0,0,Married,3,55660,Inactive,213
40,Male,187,73,102,0,0,Widowed,0,56469,Active,170
56,Male,181,70,102,1,0,Married,3,55197,Inactive,93
26,Female,139,67,89,1,0,Widowed,3,55519,Inactive,201
80,Female,141,67,106,2,0,Cohabiting,3,24954,Active,132
31,Male,154,72,105,1,0,Married,1,54087,Active,215
54,Female,130,62,92,0,0,Married,1,55393,Inactive,129
54,Female,116,67,91,0,0,Divorced,0,56890,Inactive,111
51,Female,120,70,107,0,0,Married,1,54213,Very Active,264
65,Male,175,69,102,1,17,Married,2,55684,Active,98
42,Female,123,65,100,0,0,Married,1,55763,Active,224
74,Female,157,67,91,1,3,Single,1,25048,Very Active,174
30,Female,121,64,96,1,0,Married,2,55637,Inactive,152
53,Female,141,64,99,0,0,Divorced,2,55169,Very Active,233
44,Female,142,64,100,1,0,Widowed,1,55311,Active,199
43,Male,187,68,102,0,0,Single,0,56566,Inactive,126
25,Female,110,65,99,1,0,Married,4,54899,Inactive,221
23,Female,109,65,98,0,0,Married,4,25017,Inactive,243
51,Female,128,61,99,1,0,Married,2,57055,Inactive,130
22,Male,183,72,110,0,35,Cohabiting,1,24981,Active,147
21,Male,162,74,102,2,0,Divorced,2,25001,Very Active,261
61,Female,120,68,91,2,0,Married,4,54963,Very Active,216
75,Female,119,66,99,0,32,Single,0,25021,Inactive,63
51,Female,133,68,97,0,0,Widowed,0,56038,Inactive,168
22,Male,183,73,103,0,0,Widowed,2,24931,Inactive,217
38,Female,154,67,96,1,0,Single,3,53136,Inactive,125
48,Female,116,64,88,1,0,Single,0,53935,Active,229
59,Male,153,72,82,1,0,Married,2,53812,Very Active,155
74,Male,166,78,106,1,0,Cohabiting,1,24848,Inactive,82
73,Female,143,64,106,0,0,Cohabiting,4,24869,Inactive,103
63,Female,149,69,102,1,0,Married,4,55464,Inactive,138
55,Male,178,75,96,1,0,Married,4,52951,Inactive,123
79,Female,116,63,111,1,0,Single,3,24928,Inactive,118
60,Female,123,63,110,1,0,Married,3,57613,Inactive,119
21,Female,129,68,112,1,0,Cohabiting,1,24972,Active,329
52,Male,143,72,86,1,29,Widowed,2,56575,Inactive,77
52,Female,141,65,96,1,0,Divorced,3,55181,Active,207
51,Female,110,65,95,3,0,Single,2,56638,Very Active,239
61,Female,99,66,92,2,0,Married,4,55554,Inactive,123
32,Female,96,60,102,0,0,Divorced,0,54302,Inactive,236
56,Male,152,75,101,0,0,Married,1,55242,Active,160
68,Female,123,70,98,0,0,Widowed,1,24869,Inactive,117
54,Male,153,67,90,0,0,Divorced,3,55132,Inactive,128
19,Female,116,63,96,1,0,Divorced,1,24822,Active,337
52,Male,167,72,100,1,0,Widowed,0,56622,Active,140
44,Female,134,69,105,2,0,Single,3,54867,Inactive,177
51,Male,162,76,92,0,0,Divorced,3,54656,Very Active,184
61,Male,157,73,95,1,0,Married,3,54474,Very Active,152
19,Female,130,63,105,1,0,Married,2,25163,Active,363
36,Female,121,68,102,0,0,Divorced,1,53988,Inactive,221
76,Female,105,71,104,0,0,Married,2,24968,Active,177
68,Male,203,73,99,1,6,Married,1,24903,Active,115
46,Female,136,72,113,3,0,Single,1,55670,Inactive,142
69,Female,140,64,100,1,4,Widowed,1,25160,Inactive,121
34,Female,116,62,103,1,29,Single,2,54473,Inactive,139
23,Male,189,73,94,0,0,Divorced,2,24962,Inactive,209
61,Female,125,63,103,0,0,Widowed,3,54194,Active,192
18,Female,110,65,89,1,0,Married,1,24839,Active,418
21,Male,177,73,103,1,0,Married,1,24970,Inactive,165
24,Female,133,65,102,2,24,Married,3,24944,Very Active,243
69,Male,172,67,92,2,0,Married,1,25066,Active,106
57,Male,181,72,85,2,0,Single,3,56112,Inactive,89
51,Female,125,67,84,2,0,Married,3,54609,Inactive,161
31,Male,153,71,95,0,0,Married,3,53774,Active,229
61,Female,118,67,100,2,0,Married,3,55090,Inactive,144
18,Female,153,66,100,0,4,Single,3,24894,Very Active,386
55,Male,183,71,91,1,21,Widowed,3,54236,Active,104
41,Female,122,67,103,0,0,Divorced,3,55195,Inactive,166
36,Male,190,68,91,1,0,Divorced,3,56143,Inactive,131
33,Female,117,68,100,0,0,Single,3,57313,Inactive,236
35,Female,107,68,100,3,0,Married,3,55950,Very Active,314
53,Female,114,67,91,0,0,Single,2,53431,Active,226
37,Female,127,65,102,0,0,Widowed,3,56288,Active,275
27,Female,130,63,111,1,40,Cohabiting,2,55504,Inactive,87
58,Female,100,69,97,0,0,Married,1,54295,Active,220
42,Female,114,67,97,0,0,Widowed,3,54931,Active,267
49,Male,177,71,106,1,14,Married,2,53908,Active,120
23,Female,161,73,110,0,0,Single,0,24964,Very Active,407
60,Female,121,66,88,3,0,Cohabiting,4,56483,Inactive,140
56,Female,141,60,104,1,0,Divorced,2,55717,Inactive,94
19,Female,111,68,107,2,0,Widowed,2,25210,Very Active,451
78,Female,136,68,100,1,4,Widowed,0,24919,Active,153
71,Female,128,62,100,0,0,Widowed,0,25101,Inactive,106
22,Male,139,72,106,3,0,Divorced,2,25072,Inactive,170
51,Male,139,72,108,1,0,Divorced,2,54249,Inactive,108
43,Male,164,70,111,0,0,Widowed,2,55705,Inactive,150
18,Female,126,64,113,1,0,Widowed,2,24910,Inactive,240
34,Male,179,72,97,1,0,Married,1,52829,Active,193
67,Female,131,66,98,0,19,Cohabiting,2,24966,Active,131
74,Female,129,62,95,0,17,Widowed,0,24873,Inactive,87
38,Male,164,68,108,0,28,Married,3,56302,Very Active,143
58,Male,174,68,102,0,0,Single,1,55212,Inactive,95
24,Male,169,72,102,0,31,Divorced,0,25087,Active,141
39,Female,128,65,92,1,0,Cohabiting,2,55187,Inactive,193
25,Male,187,72,104,0,0,Married,2,55187,Active,218
79,Female,127,69,102,2,0,Married,1,25127,Inactive,79
38,Male,187,72,104,2,0,Widowed,1,56699,Active,168
69,Male,174,74,105,1,0,Single,0,24958,Very Active,136
58,Male,156,75,98,1,0,Divorced,2,55777,Active,147
64,Female,114,61,114,2,0,Married,3,55863,Active,156
66,Male,188,69,105,0,23,Married,3,25019,Inactive,86
42,Female,108,67,92,2,0,Married,1,55348,Active,254
55,Male,163,68,91,1,0,Cohabiting,2,55224,Inactive,95
65,Female,127,64,105,0,23,Married,1,53308,Inactive,73
20,Female,93,70,100,0,0,Cohabiting,3,25160,Inactive,360
57,Female,115,65,101,1,0,Divorced,0,55042,Active,179
25,Male,174,73,108,1,0,Married,2,54765,Active,231
21,Female,123,70,107,0,0,Single,0,24951,Very Active,466
36,Female,135,65,94,1,0,Widowed,1,55287,Inactive,165
37,Male,179,70,101,1,0,Single,1,56751,Inactive,150
34,Male,137,67,103,2,0,Single,3,54962,Inactive,142
39,Male,138,66,105,0,0,Widowed,2,53127,Very Active,212
47,Male,169,71,103,1,0,Married,2,55024,Very Active,174
74,Female,127,65,103,2,8,Single,1,25141,Inactive,75
37,Female,110,65,96,1,0,Married,2,54497,Inactive,175
71,Female,106,65,113,0,0,Divorced,3,24998,Inactive,90
21,Female,116,67,99,1,0,Single,3,24917,Inactive,194
46,Female,124,69,89,0,0,Single,3,54850,Very Active,280
26,Female,122,63,99,1,0,Divorced,3,55780,Inactive,161
26,Male,146,72,99,2,0,Divorced,0,54220,Very Active,242
50,Male,183,73,96,1,12,Married,4,57164,Active,122
29,Female,103,71,105,1,0,Cohabiting,2,55564,Inactive,176
18,Male,172,69,105,1,0,Married,1,24929,Inactive,169
42,Male,157,70,110,1,0,Widowed,3,54616,Active,175
46,Female,127,66,95,0,0,Married,4,55443,Inactive,120
42,Female,117,67,106,0,0,Married,1,54008,Active,265
54,Male,165,71,99,2,3,Single,1,55921,Inactive,102
55,Female,109,64,94,1,0,Single,3,56815,Very Active,238
57,Female,146,65,104,0,0,Married,3,54858,Inactive,98
45,Male,153,76,94,2,0,Divorced,2,56448,Inactive,126
44,Male,156,77,108,1,0,Married,3,54585,Inactive,120
31,Female,110,65,94,2,0,Single,2,55146,Inactive,225
59,Female,90,67,102,2,0,Single,3,53772,Inactive,156
34,Female,138,67,99,0,0,Married,2,55385,Active,252
34,Female,128,69,100,2,0,Divorced,0,54710,Very Active,316
19,Female,127,65,109,0,14,Divorced,1,24945,Very Active,333
77,Female,108,72,104,2,0,Divorced,1,24846,Very Active,188
80,Female,98,69,109,2,22,Cohabiting,3,25190,Active,116
19,Female,135,69,98,3,0,Single,0,25052,Very Active,401
18,Male,174,69,95,1,0,Single,2,25153,Active,231
31,Male,154,70,99,1,29,Divorced,1,55828,Inactive,93
54,Male,170,68,102,0,0,Widowed,1,53834,Inactive,100
48,Male,177,73,103,1,0,Single,1,55978,Inactive,119
37,Female,124,68,104,3,0,Widowed,3,54864,Inactive,162
66,Male,161,75,102,3,0,Cohabiting,2,24864,Active,112
46,Female,126,72,94,0,0,Married,1,55283,Very Active,285
28,Female,113,71,110,1,0,Married,2,56250,Active,306
43,Female,159,73,103,0,0,Divorced,3,55841,Active,250
80,Female,108,66,98,0,0,Cohabiting,3,25005,Very Active,185
41,Male,179,75,97,0,3,Divorced,1,57311,Very Active,196
31,Female,126,63,102,0,0,Married,2,53090,Inactive,150
37,Female,101,68,95,0,0,Single,2,55742,Inactive,153
79,Male,172,69,96,0,0,Married,2,24905,Inactive,96
67,Female,127,67,93,1,0,Married,4,24760,Active,180
44,Female,132,60,97,1,0,Widowed,3,52968,Active,223
39,Female,103,72,101,1,0,Cohabiting,4,53597,Active,255
44,Female,96,65,100,2,0,Cohabiting,2,55185,Active,219
67,Female,133,64,104,0,0,Married,4,25036,Inactive,89
56,Female,135,64,89,0,0,Single,2,53461,Active,202
53,Female,127,62,101,1,19,Married,2,53543,Very Active,185
78,Female,152,66,115,1,30,Cohabiting,3,25025,Inactive,59
77,Male,215,77,105,1,0,Cohabiting,2,25003,Inactive,94
55,Male,189,68,95,1,32,Cohabiting,3,55977,Very Active,109
45,Male,173,70,105,1,36,Widowed,2,55101,Inactive,82
36,Male,137,68,105,1,0,Widowed,2,53116,Inactive,148
21,Female,90,62,96,0,0,Cohabiting,1,24841,Inactive,267
65,Female,136,66,112,1,0,Married,4,54746,Active,157
51,Female,147,66,96,1,0,Divorced,0,55933,Inactive,156
25,Female,124,69,98,2,0,Cohabiting,2,56325,Inactive,169
24,Female,116,71,106,0,0,Married,1,25044,Very Active,448
64,Female,123,67,87,1,0,Single,0,55498,Active,188
20,Female,137,67,101,1,0,Married,1,25035,Active,322
32,Female,108,66,101,0,0,Divorced,3,54872,Inactive,202
74,Female,112,64,106,2,0,Married,2,25063,Active,144
60,Male,164,71,100,0,9,Single,1,54009,Inactive,98
47,Male,159,71,105,0,0,Cohabiting,2,56770,Inactive,116
23,Female,125,67,90,1,0,Married,2,25042,Inactive,224
58,Male,206,72,98,4,0,Divorced,2,56318,Inactive,98
67,Male,150,73,96,1,37,Widowed,3,24938,Inactive,63
35,Female,132,64,98,0,0,Married,4,54445,Inactive,139
64,Female,102,66,97,0,0,Married,1,54238,Active,174
33,Male,183,67,102,0,0,Married,4,55181,Very Active,211
47,Female,120,68,87,2,0,Married,1,55997,Inactive,116
80,Male,158,75,102,0,0,Single,2,25074,Active,120
27,Female,132,62,105,0,0,Divorced,1,55250,Very Active,352
51,Male,173,82,96,1,0,Divorced,0,54638,Inactive,137
29,Female,108,64,118,0,0,Divorced,3,55405,Active,294
57,Male,186,69,107,1,32,Married,1,55215,Active,100
25,Male,186,69,97,1,0,Divorced,3,55484,Inactive,142
33,Male,167,67,100,1,0,Divorced,3,54189,Active,190
67,Female,140,72,101,0,6,Single,2,24972,Active,174
55,Male,161,75,103,2,0,Single,0,55841,Very Active,156
73,Male,197,74,111,1,0,Single,1,24907,Inactive,78
31,Female,115,68,105,0,7,Cohabiting,3,52905,Inactive,180
18,Male,194,73,88,1,0,Cohabiting,4,24974,Inactive,210
62,Male,166,72,101,0,2,Single,0,56765,Active,127
75,Female,126,64,99,0,0,Married,1,25037,Inactive,124
19,Male,177,74,99,1,0,Married,3,24971,Inactive,175
73,Female,105,68,92,0,0,Widowed,3,24967,Inactive,135
50,Female,136,64,97,2,0,Single,2,53592,Active,181
29,Female,146,63,90,0,3,Married,3,53476,Inactive,138
37,Male,170,74,115,0,0,Married,3,54062,Active,204
59,Female,135,65,91,1,26,Married,2,54133,Very Active,164
25,Female,96,66,93,0,35,Married,1,55683,Inactive,159
79,Female,113,66,106,1,0,Married,4,24962,Inactive,81
56,Female,125,64,96,0,0,Divorced,1,55786,Inactive,155
67,Female,151,67,100,1,0,Single,0,25031,Inactive,130
77,Male,181,76,97,1,0,Married,4,24870,Inactive,87
68,Female,117,69,98,2,0,Married,4,24996,Inactive,134
21,Male,176,71,114,0,0,Single,1,25076,Active,242
39,Male,158,72,110,0,0,Divorced,3,56149,Active,182
22,Female,125,66,101,3,0,Widowed,2,24891,Active,291
22,Female,96,66,102,2,0,Single,0,24936,Active,337
69,Female,104,65,96,1,0,Married,1,24847,Inactive,113
23,Female,154,66,110,1,0,Single,2,25198,Active,321
70,Female,114,66,108,0,0,Divorced,3,24868,Active,158
69,Female,138,63,99,1,0,Cohabiting,4,25199,Active,168
64,Female,118,68,104,0,14,Cohabiting,1,54813,Inactive,125
77,Female,135,71,106,4,0,Married,4,25016,Inactive,77
50,Male,164,73,84,2,0,Single,0,53163,Very Active,163
44,Male,173,72,93,0,0,Divorced,3,55782,Active,163
49,Female,140,70,102,1,0,Single,1,52235,Active,225
64,Female,96,65,97,0,19,Widowed,0,55463,Inactive,101
21,Female,134,62,98,1,0,Divorced,3,25062,Inactive,210
44,Male,184,67,104,0,0,Single,1,55056,Inactive,124
23,Female,130,65,87,1,37,Cohabiting,2,24944,Inactive,120
58,Female,129,61,107,1,0,Married,3,54042,Inactive,142
21,Male,151,73,97,0,7,Single,3,24995,Inactive,188
68,Female,105,66,86,2,0,Married,4,25117,Inactive,90
51,Male,173,69,96,0,28,Married,4,55282,Inactive,77
33,Female,146,66,96,1,0,Cohabiting,2,56048,Inactive,137
46,Female,134,61,92,2,0,Married,3,54278,Very Active,239
